# STN,DATE,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,,,
344,05/12/2021,20211205,21,40,20,30,50,46,37,0,0,0,0,10103,58,8,93,7,0,0,0,0,0
344,05/12/2021,20211205,22,40,30,20,40,38,32,0,0,0,0,10107,58,3,95,7,0,0,0,0,0
344,05/12/2021,20211205,23,40,20,10,30,24,21,0,0,0,0,10115,29,1,97,7,0,0,0,0,0
344,05/12/2021,20211205,24,350,20,20,30,25,24,0,0,0,-1,10123,49,8,98,7,0,1,0,0,0
344,06/12/2021,20211206,1,350,20,20,30,33,29,0,0,0,-1,10129,50,8,97,7,0,1,0,0,0
344,06/12/2021,20211206,2,360,20,20,30,35,32,0,0,0,0,10134,44,8,98,7,0,0,0,0,0
344,06/12/2021,20211206,3,70,10,20,20,21,17,0,0,0,0,10133,32,8,96,7,0,0,0,0,0
344,06/12/2021,20211206,4,50,20,10,20,26,23,0,0,0,0,10136,27,8,98,7,0,0,0,0,0
344,06/12/2021,20211206,5,120,10,10,10,17,14,0,0,0,0,10136,6,7,98,7,1,0,0,0,0
344,06/12/2021,20211206,6,100,20,20,30,29,27,0,0,0,0,10138,4,9,98,7,1,0,0,0,0
344,06/12/2021,20211206,7,180,30,30,40,28,26,0,0,0,0,10143,3,8,98,7,1,0,0,0,0
344,06/12/2021,20211206,8,170,30,30,50,29,27,0,1,0,0,10139,6,8,98,7,1,0,0,0,0
344,06/12/2021,20211206,9,200,40,40,60,32,29,0,4,0,0,10140,19,8,98,7,1,0,0,0,0
344,06/12/2021,20211206,10,180,40,40,60,30,25,0,16,0,0,10141,28,8,96,7,0,0,0,0,0
344,06/12/2021,20211206,11,170,40,50,70,34,24,0,36,0,0,10128,48,8,92,7,0,0,0,0,0
344,06/12/2021,20211206,12,160,50,60,80,32,19,2,48,0,0,10117,56,8,90,7,0,0,0,0,0
344,06/12/2021,20211206,13,160,60,60,90,33,16,0,37,0,0,10105,60,8,88,5,0,0,0,0,0
344,06/12/2021,20211206,14,160,60,60,100,34,13,0,18,0,0,10091,63,8,86,5,0,0,0,0,0
344,06/12/2021,20211206,15,160,60,60,90,33,13,2,11,0,0,10082,66,8,86,5,0,0,0,0,0
344,06/12/2021,20211206,16,160,60,70,90,40,17,0,0,0,-1,10075,67,8,84,7,0,1,0,0,0
344,06/12/2021,20211206,17,170,70,80,120,40,20,0,0,10,5,10068,60,8,86,7,0,1,0,0,0
344,06/12/2021,20211206,18,160,60,60,110,38,24,0,0,10,14,10056,57,8,90,7,0,1,0,0,0
344,06/12/2021,20211206,19,170,70,80,110,36,22,0,0,10,12,10047,57,8,90,7,0,1,0,0,0
344,06/12/2021,20211206,20,170,70,60,120,23,12,0,0,10,11,10038,59,8,92,7,0,1,1,0,0
344,06/12/2021,20211206,21,180,70,60,110,22,15,0,0,9,7,10033,56,8,94,7,0,1,1,0,0
344,06/12/2021,20211206,22,180,60,60,100,22,14,0,0,10,15,10032,60,8,95,7,0,1,1,0,0
344,06/12/2021,20211206,23,200,40,40,80,29,23,0,0,4,1,10034,62,8,96,7,0,1,0,0,0
344,06/12/2021,20211206,24,290,50,70,110,65,35,0,0,0,0,10045,70,8,81,7,0,0,0,0,0
344,07/12/2021,20211207,1,280,60,60,110,66,28,0,0,0,0,10053,72,8,77,5,0,0,0,0,0
344,07/12/2021,20211207,2,280,60,60,110,54,23,0,0,0,0,10063,75,2,80,5,0,0,0,0,0
344,07/12/2021,20211207,3,280,50,50,90,55,24,0,0,0,0,10069,75,7,80,5,0,0,0,0,0
344,07/12/2021,20211207,4,270,40,40,80,56,28,0,0,0,0,10074,70,6,81,5,0,0,0,0,0
344,07/12/2021,20211207,5,260,40,40,70,47,20,0,0,0,0,10078,70,1,82,5,0,0,0,0,0
344,07/12/2021,20211207,6,260,30,20,50,35,15,0,0,0,0,10083,70,1,86,5,0,0,0,0,0
344,07/12/2021,20211207,7,210,20,20,30,15,-1,0,0,0,0,10084,70,2,88,5,0,0,0,0,0
344,07/12/2021,20211207,8,200,30,30,40,25,10,0,2,0,0,10083,70,8,89,5,0,0,0,0,0
344,07/12/2021,20211207,9,190,40,40,70,46,28,5,18,0,0,10083,70,4,88,5,0,0,0,0,0
344,07/12/2021,20211207,10,190,40,50,70,50,26,10,50,0,0,10085,70,7,84,5,0,0,0,0,0
344,07/12/2021,20211207,11,190,50,60,80,57,27,10,80,0,0,10075,65,8,81,5,0,0,0,0,0
344,07/12/2021,20211207,12,180,60,60,100,56,21,7,68,0,0,10062,74,8,78,5,0,0,0,0,0
344,07/12/2021,20211207,13,160,60,50,100,54,21,5,52,0,0,10047,75,8,79,5,0,0,0,0,0
344,07/12/2021,20211207,14,150,60,60,110,56,24,0,28,0,0,10034,75,8,79,5,0,0,0,0,0
344,07/12/2021,20211207,15,150,70,70,100,55,21,0,11,0,0,10023,75,8,79,5,0,0,0,0,0
344,07/12/2021,20211207,16,140,80,90,130,51,20,0,1,0,0,10002,75,8,80,5,0,0,0,0,0
344,07/12/2021,20211207,17,150,90,90,150,49,19,0,0,0,0,9981,70,8,81,5,0,0,0,0,0
344,07/12/2021,20211207,18,140,90,90,140,51,18,0,0,0,0,9966,75,8,78,5,0,0,0,0,0
344,07/12/2021,20211207,19,140,90,90,160,54,19,0,0,0,-1,9945,75,8,78,7,0,1,0,0,0
344,07/12/2021,20211207,20,130,90,100,160,50,26,0,0,9,7,9930,70,8,84,7,0,1,0,0,0
344,07/12/2021,20211207,21,140,90,80,140,52,30,0,0,6,4,9917,59,8,85,7,0,1,0,0,0
344,07/12/2021,20211207,22,150,80,70,120,51,35,0,0,10,14,9909,65,8,89,7,0,1,0,0,0
344,07/12/2021,20211207,23,160,70,70,110,50,39,0,0,10,15,9904,56,8,92,7,0,1,0,0,0
344,07/12/2021,20211207,24,180,60,50,100,58,49,0,0,9,8,9900,65,8,94,7,0,1,0,0,0
344,08/12/2021,20211208,1,190,60,60,110,63,51,0,0,0,-1,9901,65,8,92,7,0,1,0,0,0
344,08/12/2021,20211208,2,200,60,70,150,65,52,0,0,2,1,9907,65,8,91,7,0,1,0,0,0
344,08/12/2021,20211208,3,210,70,90,120,64,38,0,0,0,-1,9909,70,8,83,7,0,1,0,0,0
344,08/12/2021,20211208,4,190,70,70,120,58,36,0,0,0,0,9914,70,8,85,5,0,0,0,0,0
344,08/12/2021,20211208,5,190,70,60,110,55,30,0,0,0,0,9915,70,6,84,5,0,0,0,0,0
344,08/12/2021,20211208,6,190,70,70,120,50,24,0,0,0,0,9922,70,2,83,7,0,0,0,0,0
344,08/12/2021,20211208,7,190,70,70,110,49,23,0,0,0,0,9928,70,3,83,5,0,0,0,0,0
344,08/12/2021,20211208,8,190,70,70,120,47,22,0,1,0,0,9930,70,2,83,5,0,0,0,0,0
344,08/12/2021,20211208,9,190,70,70,120,53,26,8,23,0,0,9935,70,8,82,5,0,0,0,0,0
344,08/12/2021,20211208,10,190,80,80,140,55,27,5,39,0,0,9940,70,7,81,5,0,0,0,0,0
344,08/12/2021,20211208,11,200,80,90,150,58,27,2,45,0,0,9942,75,4,80,5,0,0,0,0,0
344,08/12/2021,20211208,12,200,80,80,140,62,29,7,66,0,0,9944,75,2,79,5,0,0,0,0,0
344,08/12/2021,20211208,13,190,80,70,120,65,31,10,61,0,0,9949,75,6,78,5,0,0,0,0,0
344,08/12/2021,20211208,14,190,70,80,110,62,28,10,46,0,0,9956,75,4,79,5,0,0,0,0,0
344,08/12/2021,20211208,15,180,70,60,130,57,24,8,20,0,0,9962,75,0,79,5,0,0,0,0,0
344,08/12/2021,20211208,16,180,70,60,110,53,23,0,1,0,0,9968,70,3,81,5,0,0,0,0,0
344,08/12/2021,20211208,17,170,60,60,100,47,22,0,0,0,0,9974,70,0,83,5,0,0,0,0,0
344,08/12/2021,20211208,18,180,60,60,110,51,24,0,0,0,0,9977,70,7,82,5,0,0,0,0,0
344,08/12/2021,20211208,19,190,60,60,100,49,24,0,0,0,0,9983,70,1,84,5,0,0,0,0,0
344,08/12/2021,20211208,20,190,60,60,100,47,24,0,0,0,0,9986,70,1,85,5,0,0,0,0,0
344,08/12/2021,20211208,21,190,60,60,100,42,22,0,0,0,0,9989,70,0,86,5,0,0,0,0,0
344,08/12/2021,20211208,22,180,50,40,70,39,21,0,0,0,0,9993,70,1,88,5,0,0,0,0,0
344,08/12/2021,20211208,23,170,50,40,70,34,19,0,0,0,0,9997,70,0,89,5,0,0,0,0,0
344,08/12/2021,20211208,24,180,40,50,70,36,20,0,0,0,0,10001,70,1,89,5,0,0,0,0,0
344,09/12/2021,20211209,1,170,50,40,80,31,17,0,0,0,0,10003,66,1,90,5,0,0,0,0,0
344,09/12/2021,20211209,2,180,50,40,70,33,17,0,0,0,0,10004,67,0,89,5,0,0,0,0,0
344,09/12/2021,20211209,3,180,50,50,80,31,16,0,0,0,0,10004,66,1,89,5,0,0,0,0,0
344,09/12/2021,20211209,4,190,50,50,80,28,15,0,0,0,0,10006,65,0,90,5,0,0,0,0,0
344,09/12/2021,20211209,5,190,60,60,90,32,16,0,0,0,0,10009,67,1,88,5,0,0,0,0,0
344,09/12/2021,20211209,6,190,60,60,80,31,16,0,0,0,0,10011,68,1,90,5,0,0,0,0,0
344,09/12/2021,20211209,7,180,60,50,100,30,18,0,0,0,0,10012,65,2,91,5,0,0,0,0,0
344,09/12/2021,20211209,8,180,50,50,80,37,24,0,1,0,0,10016,65,8,91,5,0,0,0,0,0
344,09/12/2021,20211209,9,190,50,60,80,44,32,3,15,0,0,10019,63,8,91,5,0,0,0,0,0
344,09/12/2021,20211209,10,190,50,50,90,47,35,0,26,0,0,10021,60,8,92,5,0,0,0,0,0
344,09/12/2021,20211209,11,190,50,50,90,51,41,0,30,0,-1,10019,61,8,93,7,0,1,0,0,0
344,09/12/2021,20211209,12,190,50,50,90,53,43,0,19,4,1,10017,57,8,93,7,0,1,0,0,0
344,09/12/2021,20211209,13,190,50,40,80,54,48,0,22,2,1,10017,58,8,95,7,0,1,0,0,0
344,09/12/2021,20211209,14,210,50,60,80,61,51,0,14,3,2,10016,60,8,93,7,0,1,0,0,0
344,09/12/2021,20211209,15,210,50,40,80,61,52,0,6,5,4,10015,58,8,93,7,0,1,0,0,0
344,09/12/2021,20211209,16,210,50,50,90,58,44,0,2,2,1,10013,68,5,90,7,0,1,0,0,0
344,09/12/2021,20211209,17,180,50,50,80,57,45,0,0,0,0,10013,65,8,92,5,0,0,0,0,0
344,09/12/2021,20211209,18,200,50,50,90,58,41,0,0,0,-1,10012,69,8,88,7,0,1,0,0,0
344,09/12/2021,20211209,19,190,40,50,80,50,35,0,0,0,0,10009,68,1,89,5,0,0,0,0,0
344,09/12/2021,20211209,20,170,40,40,70,43,34,0,0,0,0,10000,60,1,93,5,0,0,0,0,0
344,09/12/2021,20211209,21,170,50,50,70,43,35,0,0,0,0,9991,61,8,94,5,0,0,0,0,0
344,09/12/2021,20211209,22,170,50,50,80,37,29,0,0,0,0,9982,61,2,94,5,0,0,0,0,0
344,09/12/2021,20211209,23,160,50,50,70,34,24,0,0,0,0,9971,64,8,93,5,0,0,0,0,0
344,09/12/2021,20211209,24,160,60,60,90,32,21,0,0,0,0,9957,65,8,92,5,0,0,0,0,0
344,10/12/2021,20211210,1,150,70,70,110,33,20,0,0,0,0,9944,65,8,91,5,0,0,0,0,0
344,10/12/2021,20211210,2,140,70,70,110,33,17,0,0,0,0,9933,70,8,89,5,0,0,0,0,0
344,10/12/2021,20211210,3,140,70,70,110,38,19,0,0,0,0,9921,59,8,87,7,0,0,0,0,0
344,10/12/2021,20211210,4,130,70,60,110,36,24,0,0,0,-1,9911,64,8,91,7,0,1,0,0,0
344,10/12/2021,20211210,5,130,60,60,100,39,23,0,0,0,0,9902,65,8,89,5,0,0,0,0,0
344,10/12/2021,20211210,6,130,50,50,100,38,25,0,0,5,2,9899,62,8,91,7,0,1,0,0,0
344,10/12/2021,20211210,7,130,50,50,90,36,24,0,0,10,5,9900,50,8,91,7,0,1,0,0,0
344,10/12/2021,20211210,8,120,40,40,90,35,25,0,0,10,5,9903,57,8,93,7,0,1,0,0,0
344,10/12/2021,20211210,9,130,40,40,70,36,26,0,3,10,3,9906,58,8,93,7,0,1,0,0,0
344,10/12/2021,20211210,10,110,40,30,70,35,26,0,7,0,-1,9913,58,8,93,7,0,1,0,0,0
344,10/12/2021,20211210,11,100,30,40,50,35,27,0,13,7,2,9916,58,8,94,7,0,1,0,0,0
344,10/12/2021,20211210,12,100,30,30,50,37,26,0,21,9,2,9920,62,8,92,7,0,1,0,0,0
344,10/12/2021,20211210,13,90,20,20,40,39,25,0,21,0,-1,9927,64,8,90,7,0,1,0,0,0
344,10/12/2021,20211210,14,50,20,10,30,38,27,0,11,0,-1,9936,65,8,92,7,0,1,0,0,0
344,10/12/2021,20211210,15,330,10,10,20,37,30,0,3,10,5,9948,63,8,95,7,0,1,0,0,0
344,10/12/2021,20211210,16,310,10,10,20,34,24,0,0,10,5,9960,61,8,93,7,0,1,0,0,0
344,10/12/2021,20211210,17,350,10,20,20,35,24,0,0,10,7,9974,60,8,92,7,0,1,0,0,0
344,10/12/2021,20211210,18,340,20,10,30,36,29,0,0,10,6,9989,57,8,95,7,0,1,0,0,0
344,10/12/2021,20211210,19,50,20,10,40,33,25,0,0,10,3,9997,60,8,94,7,0,1,0,0,0
344,10/12/2021,20211210,20,290,10,10,20,24,22,0,0,0,-1,10009,49,8,98,7,0,1,0,0,0
344,10/12/2021,20211210,21,270,10,10,20,27,25,0,0,0,-1,10024,41,8,98,7,0,1,0,0,0
344,10/12/2021,20211210,22,0,0,0,10,29,24,0,0,0,-1,10032,41,8,96,7,0,1,0,0,0
344,10/12/2021,20211210,23,180,10,10,10,35,30,0,0,0,-1,10042,31,8,96,7,0,1,0,0,0
344,10/12/2021,20211210,24,130,10,20,20,38,35,0,0,0,0,10053,35,8,97,7,0,0,0,0,0
344,11/12/2021,20211211,1,130,10,10,20,40,38,0,0,0,0,10065,34,8,98,7,0,0,0,0,0
344,11/12/2021,20211211,2,210,10,10,10,37,34,0,0,0,-1,10077,18,8,97,7,0,1,0,0,0
344,11/12/2021,20211211,3,220,10,10,20,29,25,0,0,0,0,10085,38,8,97,7,1,0,0,0,0
344,11/12/2021,20211211,4,220,20,30,30,37,33,0,0,0,-1,10089,50,8,97,7,0,1,0,0,0
344,11/12/2021,20211211,5,270,30,30,60,47,32,0,0,0,-1,10095,69,6,89,7,0,1,0,0,0
344,11/12/2021,20211211,6,290,30,40,60,65,38,0,0,0,-1,10102,70,8,83,7,0,1,0,0,0
344,11/12/2021,20211211,7,320,50,50,90,65,47,0,0,9,12,10116,68,8,88,7,0,1,0,0,0
344,11/12/2021,20211211,8,340,50,50,90,65,48,0,0,6,3,10129,63,8,88,7,0,1,0,0,0
344,11/12/2021,20211211,9,310,20,10,70,56,52,0,10,0,-1,10142,65,8,97,7,0,1,0,0,0
344,11/12/2021,20211211,10,240,10,10,20,73,56,7,42,0,0,10149,69,2,88,5,0,0,0,0,0
344,11/12/2021,20211211,11,260,20,40,50,74,55,2,33,0,-1,10156,63,8,87,7,0,1,0,0,0
344,11/12/2021,20211211,12,270,50,50,90,80,50,5,56,0,-1,10162,70,8,81,7,0,1,0,0,0
344,11/12/2021,20211211,13,270,40,40,70,77,51,8,58,0,0,10168,70,8,84,5,0,0,0,0,0
344,11/12/2021,20211211,14,250,40,30,60,71,43,5,32,0,0,10172,70,8,82,5,0,0,0,0,0
344,11/12/2021,20211211,15,220,30,30,50,56,37,7,14,0,0,10176,70,8,87,5,0,0,0,0,0
344,11/12/2021,20211211,16,220,40,40,60,58,40,0,2,0,0,10181,70,8,88,5,0,0,0,0,0
344,11/12/2021,20211211,17,210,40,50,60,61,43,0,0,0,0,10185,70,8,87,5,0,0,0,0,0
344,11/12/2021,20211211,18,210,40,40,70,61,45,0,0,0,0,10191,68,8,89,5,0,0,0,0,0
344,11/12/2021,20211211,19,190,40,40,70,54,43,0,0,0,0,10190,63,8,92,5,0,0,0,0,0
344,11/12/2021,20211211,20,190,40,40,70,54,42,0,0,0,0,10192,62,8,92,5,0,0,0,0,0
344,11/12/2021,20211211,21,190,50,50,70,57,42,0,0,0,0,10191,64,8,90,5,0,0,0,0,0
344,11/12/2021,20211211,22,180,50,50,80,58,44,0,0,0,0,10191,64,8,90,5,0,0,0,0,0
344,11/12/2021,20211211,23,190,50,60,90,59,45,0,0,0,-1,10191,62,8,90,7,0,1,0,0,0
344,11/12/2021,20211211,24,180,60,60,80,59,47,0,0,10,2,10187,60,8,92,7,0,1,0,0,0
344,12/12/2021,20211212,1,190,60,70,100,60,50,0,0,10,4,10182,57,8,93,7,0,1,0,0,0
344,12/12/2021,20211212,2,190,70,70,120,60,54,0,0,6,2,10180,25,8,95,7,0,1,0,0,0
344,12/12/2021,20211212,3,200,70,70,110,62,57,0,0,6,2,10178,29,8,96,7,0,1,0,0,0
344,12/12/2021,20211212,4,200,70,70,110,67,64,0,0,0,-1,10177,35,8,97,7,0,1,0,0,0
344,12/12/2021,20211212,5,200,70,70,100,74,70,0,0,3,1,10179,41,8,97,7,0,1,0,0,0
344,12/12/2021,20211212,6,200,70,60,100,78,75,0,0,0,0,10183,38,8,98,7,0,0,0,0,0
344,12/12/2021,20211212,7,200,60,70,90,83,80,0,0,0,-1,10184,43,8,97,7,0,1,0,0,0
344,12/12/2021,20211212,8,210,60,60,100,88,85,0,0,0,0,10190,39,8,97,7,0,0,0,0,0
344,12/12/2021,20211212,9,210,60,60,90,91,88,0,5,3,2,10197,18,8,98,7,0,1,0,0,0
344,12/12/2021,20211212,10,210,60,60,90,93,90,0,13,9,1,10201,22,8,98,7,0,1,0,0,0
344,12/12/2021,20211212,11,210,60,70,100,97,95,0,20,0,-1,10202,33,8,98,7,0,1,0,0,0
344,12/12/2021,20211212,12,220,60,50,90,102,100,0,18,9,2,10205,20,8,98,7,0,1,0,0,0
344,12/12/2021,20211212,13,240,50,40,70,108,105,0,12,5,1,10207,37,8,98,7,0,1,0,0,0
344,12/12/2021,20211212,14,250,40,40,70,108,105,0,7,0,-1,10212,50,8,98,7,0,1,0,0,0
344,12/12/2021,20211212,15,220,30,40,60,109,106,0,7,0,-1,10215,58,8,98,7,0,1,0,0,0
344,12/12/2021,20211212,16,220,40,40,70,107,104,0,1,0,0,10218,58,8,97,7,0,0,0,0,0
344,12/12/2021,20211212,17,220,40,50,70,107,101,0,0,0,0,10224,58,8,96,7,0,0,0,0,0
344,12/12/2021,20211212,18,230,50,50,80,110,104,0,0,0,0,10227,58,8,96,7,0,0,0,0,0
344,12/12/2021,20211212,19,240,50,60,80,109,103,0,0,0,0,10230,60,8,95,5,0,0,0,0,0
344,12/12/2021,20211212,20,220,60,60,100,109,103,0,0,0,0,10232,64,8,96,5,0,0,0,0,0
344,12/12/2021,20211212,21,220,60,60,90,108,104,0,0,3,1,10236,50,8,97,7,0,1,0,0,0
344,12/12/2021,20211212,22,220,60,60,100,109,102,0,0,3,1,10237,61,8,95,7,0,1,0,0,0
344,12/12/2021,20211212,23,230,60,60,110,107,97,0,0,0,0,10240,65,8,93,5,0,0,0,0,0
344,12/12/2021,20211212,24,210,60,50,110,106,93,0,0,0,0,10240,65,8,91,7,0,0,0,0,0
344,13/12/2021,20211213,1,220,50,40,80,105,87,0,0,0,0,10241,70,8,88,5,0,0,0,0,0
344,13/12/2021,20211213,2,180,40,40,60,100,84,0,0,0,0,10244,70,8,90,5,0,0,0,0,0
344,13/12/2021,20211213,3,190,40,40,60,98,85,0,0,0,0,10245,65,8,91,5,0,0,0,0,0
344,13/12/2021,20211213,4,200,50,40,80,101,81,0,0,0,0,10244,70,8,87,5,0,0,0,0,0
344,13/12/2021,20211213,5,190,40,40,70,100,78,0,0,0,0,10243,70,8,85,5,0,0,0,0,0
344,13/12/2021,20211213,6,190,40,40,70,97,76,0,0,0,0,10245,70,8,86,5,0,0,0,0,0
344,13/12/2021,20211213,7,180,50,50,80,97,78,0,0,0,0,10247,68,8,87,5,0,0,0,0,0
344,13/12/2021,20211213,8,190,50,50,70,96,78,0,1,0,0,10252,66,8,88,5,0,0,0,0,0
344,13/12/2021,20211213,9,190,50,40,70,97,78,0,6,0,0,10254,65,8,87,5,0,0,0,0,0
344,13/12/2021,20211213,10,190,40,40,80,101,79,0,15,0,0,10262,68,8,85,5,0,0,0,0,0
344,13/12/2021,20211213,11,180,40,40,70,101,81,0,24,0,0,10262,66,8,87,5,0,0,0,0,0
344,13/12/2021,20211213,12,190,40,40,100,101,81,0,25,0,0,10260,67,8,87,5,0,0,0,0,0
344,13/12/2021,20211213,13,180,30,30,50,101,79,0,19,0,0,10260,70,8,85,5,0,0,0,0,0
344,13/12/2021,20211213,14,190,40,40,60,98,77,0,11,0,0,10260,70,8,86,5,0,0,0,0,0
344,13/12/2021,20211213,15,190,40,40,80,97,77,0,6,0,0,10261,70,8,87,5,0,0,0,0,0
344,13/12/2021,20211213,16,190,40,40,50,94,76,0,1,0,0,10261,70,8,88,5,0,0,0,0,0
344,13/12/2021,20211213,17,190,40,40,80,93,75,0,0,0,0,10261,70,8,88,5,0,0,0,0,0
344,13/12/2021,20211213,18,190,40,40,60,91,73,0,0,0,0,10260,70,8,88,5,0,0,0,0,0
344,13/12/2021,20211213,19,200,30,30,60,94,70,0,0,0,0,10263,70,8,84,5,0,0,0,0,0
344,13/12/2021,20211213,20,210,30,40,60,94,68,0,0,0,0,10262,70,8,83,5,0,0,0,0,0
344,13/12/2021,20211213,21,200,40,30,60,90,67,0,0,0,0,10261,70,8,85,5,0,0,0,0,0
344,13/12/2021,20211213,22,220,30,40,60,90,70,0,0,0,0,10264,70,8,87,5,0,0,0,0,0
344,13/12/2021,20211213,23,200,50,50,80,89,72,0,0,0,0,10260,66,8,89,5,0,0,0,0,0
344,13/12/2021,20211213,24,210,40,40,70,85,71,0,0,0,0,10261,65,8,90,5,0,0,0,0,0
344,14/12/2021,20211214,1,210,40,40,70,86,71,0,0,0,0,10263,62,8,90,5,0,0,0,0,0
344,14/12/2021,20211214,2,190,40,50,80,85,71,0,0,0,0,10258,60,8,90,5,0,0,0,0,0
344,14/12/2021,20211214,3,210,40,40,80,82,71,0,0,0,0,10254,60,8,92,5,0,0,0,0,0
344,14/12/2021,20211214,4,220,50,60,80,84,68,0,0,0,0,10259,64,8,89,5,0,0,0,0,0
344,14/12/2021,20211214,5,220,50,50,90,83,66,0,0,0,0,10256,65,8,89,5,0,0,0,0,0
344,14/12/2021,20211214,6,220,50,50,70,81,67,0,0,0,0,10258,62,8,90,5,0,0,0,0,0
344,14/12/2021,20211214,7,230,50,40,80,82,68,0,0,0,0,10262,61,8,90,5,0,0,0,0,0
344,14/12/2021,20211214,8,220,40,40,70,84,72,0,0,0,0,10266,56,8,92,7,0,0,0,0,0
344,14/12/2021,20211214,9,210,40,50,70,87,78,0,5,0,-1,10270,57,8,94,7,0,1,0,0,0
344,14/12/2021,20211214,10,220,50,50,80,91,80,0,10,0,0,10271,58,8,92,7,0,0,0,0,0
344,14/12/2021,20211214,11,220,50,50,80,91,84,0,16,0,-1,10270,21,8,95,7,0,1,0,0,0
344,14/12/2021,20211214,12,230,40,40,70,94,90,0,16,5,1,10269,28,8,97,7,0,1,0,0,0
344,14/12/2021,20211214,13,220,50,50,70,99,93,0,19,0,-1,10264,58,8,95,7,0,1,0,0,0
344,14/12/2021,20211214,14,220,40,40,70,104,95,0,19,0,0,10262,62,8,94,5,0,0,0,0,0
344,14/12/2021,20211214,15,240,40,50,70,104,94,0,11,0,0,10267,57,8,93,7,0,0,0,0,0
344,14/12/2021,20211214,16,220,40,40,70,101,95,0,1,0,0,10269,61,8,95,5,0,0,0,0,0
344,14/12/2021,20211214,17,220,40,50,80,102,94,0,0,0,-1,10272,61,8,94,7,0,1,0,0,0
344,14/12/2021,20211214,18,220,40,40,70,102,95,0,0,0,0,10275,59,8,95,7,0,0,0,0,0
344,14/12/2021,20211214,19,220,50,60,80,102,94,0,0,0,0,10277,57,8,94,7,0,0,0,0,0
344,14/12/2021,20211214,20,220,60,60,90,100,95,0,0,5,1,10279,31,8,97,7,0,1,0,0,0
344,14/12/2021,20211214,21,210,50,50,80,100,96,0,0,0,-1,10280,50,8,97,7,0,1,0,0,0
344,14/12/2021,20211214,22,210,60,50,90,100,95,0,0,0,0,10281,44,8,97,7,0,0,0,0,0
344,14/12/2021,20211214,23,210,60,60,90,99,94,0,0,0,-1,10283,42,8,96,7,0,1,0,0,0
344,14/12/2021,20211214,24,220,60,70,100,99,91,0,0,0,-1,10281,56,8,94,7,0,1,0,0,0
344,15/12/2021,20211215,1,220,60,60,90,99,91,0,0,0,0,10281,56,8,94,7,0,0,0,0,0
344,15/12/2021,20211215,2,220,60,50,90,99,91,0,0,0,0,10283,57,8,94,7,0,0,0,0,0
344,15/12/2021,20211215,3,220,50,60,80,99,91,0,0,0,0,10284,57,8,94,7,0,0,0,0,0
344,15/12/2021,20211215,4,230,50,50,80,99,92,0,0,0,0,10286,56,8,95,7,0,0,0,0,0
344,15/12/2021,20211215,5,210,40,40,80,99,93,0,0,0,0,10288,50,8,95,7,0,0,0,0,0
344,15/12/2021,20211215,6,210,50,50,80,100,94,0,0,0,0,10289,50,8,96,7,0,0,0,0,0
344,15/12/2021,20211215,7,220,50,60,90,100,94,0,0,0,0,10293,50,8,95,7,0,0,0,0,0
344,15/12/2021,20211215,8,220,50,50,80,102,95,0,0,0,0,10296,50,8,95,7,0,0,0,0,0
344,15/12/2021,20211215,9,220,50,50,80,102,93,0,5,0,0,10299,58,8,94,7,0,0,0,0,0
344,15/12/2021,20211215,10,230,40,40,70,103,95,0,8,0,0,10305,58,8,94,7,0,0,0,0,0
344,15/12/2021,20211215,11,240,40,40,70,106,88,0,17,0,0,10306,67,8,88,5,0,0,0,0,0
344,15/12/2021,20211215,12,240,40,40,60,106,89,0,19,0,0,10305,68,8,89,5,0,0,0,0,0
344,15/12/2021,20211215,13,220,40,30,60,107,92,0,20,0,0,10303,65,8,90,5,0,0,0,0,0
344,15/12/2021,20211215,14,240,40,40,60,106,93,0,11,0,0,10302,63,8,91,5,0,0,0,0,0
344,15/12/2021,20211215,15,240,40,40,70,104,88,0,5,0,0,10307,70,8,89,5,0,0,0,0,0
344,15/12/2021,20211215,16,230,40,40,70,101,90,0,1,0,0,10313,65,8,92,5,0,0,0,0,0
344,15/12/2021,20211215,17,240,40,40,60,104,89,0,0,0,0,10316,67,8,90,5,0,0,0,0,0
344,15/12/2021,20211215,18,230,40,40,70,101,86,0,0,0,0,10320,67,8,90,5,0,0,0,0,0
344,15/12/2021,20211215,19,220,30,30,60,99,90,0,0,0,0,10324,60,8,94,5,0,0,0,0,0
344,15/12/2021,20211215,20,220,30,30,50,95,89,0,0,0,0,10327,59,8,95,7,0,0,0,0,0
344,15/12/2021,20211215,21,230,30,40,50,87,81,0,0,0,0,10329,59,7,95,7,0,0,0,0,0
344,15/12/2021,20211215,22,240,30,30,60,86,82,0,0,0,0,10332,60,1,97,5,0,0,0,0,0
344,15/12/2021,20211215,23,230,30,30,50,76,71,0,0,0,0,10334,59,7,96,7,0,0,0,0,0
344,15/12/2021,20211215,24,230,30,30,40,69,66,0,0,0,0,10337,59,7,97,7,0,0,0,0,0
344,16/12/2021,20211216,1,220,30,20,40,74,71,0,0,0,0,10339,57,7,98,7,0,0,0,0,0
344,16/12/2021,20211216,2,210,20,20,30,76,74,0,0,0,0,10344,50,6,98,7,0,0,0,0,0
344,16/12/2021,20211216,3,220,20,10,20,78,77,0,0,0,0,10346,50,8,98,7,0,0,0,0,0
