# STN,YYYYMMDD,   HH,   DD,   FH,   FF,   FX,    T,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   IX,    M,    R,    S,    O,    Y
,,,,,,,,,,,,,,,,,,,,,,
260,11/03/2021,6,200,100,90,160,94,81,0,0,9,7,9932,59,8,91,7,0,1,0,0,0
260,11/03/2021,7,210,90,100,190,109,71,0,7,2,1,9928,75,7,77,7,0,1,0,0,0
260,11/03/2021,8,220,100,90,180,111,56,0,31,0,0,9925,64,8,68,5,0,0,0,0,0
260,11/03/2021,9,230,110,110,220,118,53,2,53,0,0,9923,62,7,64,7,0,0,0,0,0
260,11/03/2021,10,230,130,150,280,116,43,4,84,0,0,9921,64,8,61,5,0,0,0,0,0
260,11/03/2021,11,230,140,130,270,113,46,0,48,0,0,9927,62,8,63,5,0,0,0,0,0
260,11/03/2021,12,240,130,120,250,113,50,0,58,0,-1,9940,61,8,65,7,0,1,0,0,0
260,11/03/2021,13,240,110,110,230,117,52,1,87,0,0,9948,61,8,64,5,0,0,0,0,0
260,11/03/2021,14,250,100,80,220,106,46,4,71,2,1,9958,65,8,66,7,0,1,0,0,0
260,11/03/2021,15,250,90,90,180,106,54,2,64,0,-1,9961,63,7,70,7,0,1,0,0,0
260,11/03/2021,16,240,90,90,190,97,55,2,42,0,0,9964,64,8,75,5,0,0,0,0,0
260,11/03/2021,17,250,70,60,150,97,36,2,18,0,0,9970,80,8,65,5,0,0,0,0,0
260,11/03/2021,18,230,70,70,130,85,44,0,3,0,0,9975,65,7,75,7,0,0,0,0,0
260,11/03/2021,19,240,70,60,120,86,31,0,0,0,0,9980,69,7,68,5,0,0,0,0,0
260,11/03/2021,20,240,70,60,120,77,22,0,0,0,0,9989,80,3,68,5,0,0,0,0,0
260,11/03/2021,21,240,60,60,120,72,34,0,0,0,0,9996,75,8,76,5,0,0,0,0,0
260,11/03/2021,22,250,60,60,140,76,38,0,0,0,-1,10004,68,8,76,7,0,1,0,0,0
260,11/03/2021,23,250,70,60,130,74,35,0,0,0,-1,10011,74,8,76,7,0,1,0,0,0
260,11/03/2021,24,250,60,70,110,73,30,0,0,0,0,10019,75,8,74,7,0,0,0,0,0
260,12/03/2021,1,250,70,70,130,72,26,0,0,0,0,10031,75,8,72,5,0,0,0,0,0
260,12/03/2021,2,240,60,50,130,68,27,0,0,0,0,10039,75,8,75,5,0,0,0,0,0
260,12/03/2021,3,240,60,60,110,63,26,0,0,0,0,10042,71,7,77,5,0,0,0,0,0
260,12/03/2021,4,230,60,50,120,56,22,0,0,0,0,10046,70,8,78,5,0,0,0,0,0
260,12/03/2021,5,230,60,60,110,54,23,0,0,0,0,10049,72,8,80,5,0,0,0,0,0
260,12/03/2021,6,220,60,60,120,52,23,0,0,0,0,10050,70,8,81,5,0,0,0,0,0
260,12/03/2021,7,220,60,60,110,54,23,3,14,0,0,10051,70,8,80,5,0,0,0,0,0
260,12/03/2021,8,220,60,70,110,66,30,3,47,0,0,10049,66,5,77,5,0,0,0,0,0
260,12/03/2021,9,220,70,70,130,78,35,7,81,0,0,10046,64,8,74,5,0,0,0,0,0
260,12/03/2021,10,210,80,70,160,76,39,3,57,0,-1,10041,61,8,77,7,0,1,0,0,0
260,12/03/2021,11,210,90,100,170,77,42,3,67,3,9,10036,69,8,78,7,0,1,0,0,0
260,12/03/2021,12,210,80,80,150,80,45,1,69,0,0,10027,71,8,78,7,0,0,0,0,0
260,12/03/2021,13,210,80,80,160,77,42,0,41,0,-1,10017,66,8,78,7,0,1,0,0,0
260,12/03/2021,14,210,80,90,190,72,47,0,21,6,14,10007,68,8,84,7,0,1,0,0,0
260,12/03/2021,15,230,90,80,160,78,39,0,36,0,-1,10005,75,8,76,7,0,1,0,0,0
260,12/03/2021,16,240,70,70,130,82,42,0,29,0,0,10003,75,8,75,5,0,0,0,0,0
260,12/03/2021,17,240,70,80,140,79,43,5,19,1,3,10001,74,7,78,7,0,1,0,0,0
260,12/03/2021,18,230,60,70,140,78,42,0,4,0,0,10006,66,8,77,7,0,0,0,0,0
260,12/03/2021,19,230,60,60,120,72,35,0,0,0,0,10007,67,5,77,5,0,0,0,0,0
260,12/03/2021,20,230,60,70,120,72,33,0,0,0,0,10006,65,6,76,5,0,0,0,0,0
260,12/03/2021,21,220,70,70,120,71,36,0,0,0,0,10007,66,7,78,5,0,0,0,0,0
260,12/03/2021,22,230,70,60,120,71,35,0,0,0,0,10005,67,8,77,5,0,0,0,0,0
260,12/03/2021,23,220,60,70,110,72,39,0,0,0,0,9999,66,8,79,5,0,0,0,0,0
260,12/03/2021,24,210,60,60,120,72,41,0,0,0,0,9987,66,8,80,5,0,0,0,0,0
260,13/03/2021,1,200,70,70,130,73,38,0,0,0,-1,9975,71,8,78,7,0,1,0,0,0
260,13/03/2021,2,200,70,80,120,63,43,0,0,9,5,9957,60,8,87,7,0,1,0,0,0
260,13/03/2021,3,180,70,80,120,62,50,0,0,10,9,9933,64,8,91,7,0,1,0,0,0
260,13/03/2021,4,190,80,90,150,67,52,0,0,10,11,9911,58,8,90,7,0,1,0,0,0
260,13/03/2021,5,200,80,120,160,74,55,0,0,9,9,9894,61,8,87,7,0,1,0,0,0
260,13/03/2021,6,230,110,110,230,76,37,0,0,7,7,9892,75,8,76,7,0,1,0,0,0
260,13/03/2021,7,230,90,90,190,74,24,0,3,0,-1,9895,75,8,70,7,0,1,0,0,0
260,13/03/2021,8,230,80,90,160,76,27,0,25,0,0,9899,71,8,71,5,0,0,0,0,0
260,13/03/2021,9,240,90,80,160,78,22,2,47,0,0,9900,67,8,67,7,0,0,0,0,0
260,13/03/2021,10,250,80,90,180,83,17,2,42,1,1,9902,67,7,63,7,0,1,0,0,0
260,13/03/2021,11,240,90,90,170,83,20,2,73,0,0,9902,69,8,64,5,0,0,0,0,0
260,13/03/2021,12,250,100,100,220,85,21,3,85,0,-1,9904,69,7,64,7,0,1,0,0,0
260,13/03/2021,13,250,100,100,190,83,25,4,103,0,-1,9906,66,8,66,7,0,1,0,0,0
260,13/03/2021,14,250,110,110,230,85,21,4,68,0,-1,9911,67,8,64,7,0,1,0,0,0
260,13/03/2021,15,260,100,80,220,74,17,0,29,2,5,9929,80,8,67,7,0,1,0,1,0
260,13/03/2021,16,270,90,100,180,35,18,2,26,2,22,9946,39,8,88,7,0,1,0,1,0
260,13/03/2021,17,260,60,50,150,59,22,0,4,2,2,9946,75,7,77,7,0,1,0,1,0
260,13/03/2021,18,260,70,50,170,59,23,0,1,5,4,9960,74,8,77,7,0,1,0,0,0
260,13/03/2021,19,260,60,50,160,60,10,0,0,2,2,9970,75,8,70,7,0,1,0,0,0
260,13/03/2021,20,250,50,40,90,61,19,0,0,0,0,9978,75,6,74,5,0,0,0,0,0
260,13/03/2021,21,250,50,50,90,63,22,0,0,0,0,9985,75,8,75,7,0,0,0,0,0
260,13/03/2021,22,270,50,40,90,62,24,0,0,0,0,9994,75,7,76,5,0,0,0,0,0
260,13/03/2021,23,270,50,40,100,60,23,0,0,0,0,10000,75,8,76,5,0,0,0,0,0
260,13/03/2021,24,270,40,40,90,61,21,0,0,0,0,10007,72,8,75,7,0,0,0,0,0
260,14/03/2021,1,260,40,50,90,63,21,0,0,0,0,10016,75,8,74,5,0,0,0,0,0
260,14/03/2021,2,260,40,40,90,61,20,0,0,0,0,10022,72,8,74,5,0,0,0,0,0
260,14/03/2021,3,270,50,40,80,58,17,0,0,0,0,10029,72,7,74,5,0,0,0,0,0
260,14/03/2021,4,250,40,40,80,58,20,0,0,0,0,10035,71,8,76,5,0,0,0,0,0
260,14/03/2021,5,250,40,40,90,48,29,0,0,4,3,10044,70,8,87,7,0,1,0,0,0
260,14/03/2021,6,260,30,40,80,50,34,0,0,3,3,10052,70,8,89,7,0,1,0,0,0
260,14/03/2021,7,260,40,30,70,56,36,0,8,0,-1,10064,69,8,86,7,0,1,0,0,0
260,14/03/2021,8,270,30,30,70,62,39,0,29,0,-1,10073,70,8,85,7,0,1,0,0,0
260,14/03/2021,9,270,30,40,70,69,41,0,43,0,0,10083,70,8,82,7,0,0,0,0,0
260,14/03/2021,10,290,50,50,120,66,34,1,65,2,2,10091,67,8,80,7,0,1,0,0,0
260,14/03/2021,11,290,40,40,110,79,41,1,84,0,-1,10098,75,8,77,7,0,1,0,0,0
260,14/03/2021,12,290,50,50,110,82,38,1,75,0,-1,10105,73,8,73,7,0,1,0,0,0
260,14/03/2021,13,280,50,50,110,81,32,2,101,0,-1,10110,75,7,71,7,0,1,0,0,0
260,14/03/2021,14,280,60,60,110,74,29,1,62,0,-1,10113,75,8,73,7,0,1,0,0,0
260,14/03/2021,15,270,60,50,110,84,26,6,85,0,-1,10114,73,8,67,7,0,1,0,0,0
260,14/03/2021,16,290,50,60,110,77,24,5,76,0,0,10116,75,7,69,5,0,0,0,0,0
260,14/03/2021,17,280,40,40,90,78,32,8,35,0,0,10116,75,8,73,5,0,0,0,0,0
260,14/03/2021,18,260,40,40,70,74,28,2,4,0,0,10117,75,7,72,7,0,0,0,0,0
260,14/03/2021,19,240,30,30,70,69,29,0,0,0,0,10116,75,7,75,5,0,0,0,0,0
260,14/03/2021,20,240,30,40,70,66,34,0,0,0,-1,10113,75,8,80,7,0,1,0,0,0
260,14/03/2021,21,240,40,30,60,67,37,0,0,0,-1,10110,73,8,80,7,0,1,0,0,0
260,14/03/2021,22,270,40,30,80,66,39,0,0,5,1,10105,66,8,83,7,0,1,0,0,0
260,14/03/2021,23,240,30,30,90,58,45,0,0,10,7,10097,61,8,90,7,0,1,0,0,0
260,14/03/2021,24,260,30,30,70,59,47,0,0,10,7,10091,62,8,91,7,0,1,0,0,0
260,15/03/2021,1,300,30,20,70,58,49,0,0,10,10,10090,57,8,94,7,0,1,0,0,0
260,15/03/2021,2,300,30,30,60,56,49,0,0,7,4,10090,56,8,95,7,0,1,0,0,0
260,15/03/2021,3,300,20,20,60,54,50,0,0,0,-1,10092,64,8,97,7,0,1,0,0,0
260,15/03/2021,4,300,20,20,40,56,47,0,0,0,0,10099,65,8,94,5,0,0,0,0,0
260,15/03/2021,5,300,20,20,50,57,44,0,0,0,0,10105,65,7,91,5,0,0,0,0,0
260,15/03/2021,6,290,30,30,60,55,39,0,0,0,0,10110,70,7,89,7,0,0,0,0,0
260,15/03/2021,7,290,30,30,60,58,44,0,10,0,0,10117,66,8,90,5,0,0,0,0,0
260,15/03/2021,8,330,30,50,90,62,35,2,44,1,2,10127,70,7,82,7,0,1,0,0,0
260,15/03/2021,9,310,40,60,100,63,28,5,62,0,-1,10133,61,7,77,7,0,1,0,0,0
260,15/03/2021,10,310,50,50,100,74,20,2,70,0,-1,10138,80,8,68,7,0,1,0,0,0
260,15/03/2021,11,300,50,40,110,77,23,0,51,0,0,10144,71,8,68,5,0,0,0,0,0
260,15/03/2021,12,310,60,70,120,80,31,1,85,0,-1,10148,74,8,71,7,0,1,0,0,0
260,15/03/2021,13,310,60,60,130,69,38,5,96,3,5,10152,63,8,80,7,0,1,0,0,0
260,15/03/2021,14,310,60,50,120,75,40,3,85,2,1,10158,62,8,78,7,0,1,0,0,0
260,15/03/2021,15,310,60,70,120,82,40,5,84,0,-1,10164,68,7,74,7,0,1,0,0,0
260,15/03/2021,16,310,50,60,120,79,29,10,88,0,0,10171,70,8,70,5,0,0,0,0,0
260,15/03/2021,17,320,50,50,110,68,42,0,19,3,3,10179,57,8,83,7,0,1,0,0,0
260,15/03/2021,18,320,50,40,120,66,40,0,3,1,5,10188,64,7,83,7,0,1,0,0,0
260,15/03/2021,19,310,40,50,100,66,35,0,0,0,0,10195,65,7,80,5,0,0,0,0,0
260,15/03/2021,20,320,40,40,90,64,35,0,0,0,0,10200,64,8,81,5,0,0,0,0,0
260,15/03/2021,21,330,40,50,100,66,33,0,0,0,0,10207,65,8,79,5,0,0,0,0,0
260,15/03/2021,22,320,40,40,90,65,37,0,0,0,0,10211,65,8,82,5,0,0,0,0,0
260,15/03/2021,23,330,40,40,80,65,32,0,0,0,0,10215,67,8,79,5,0,0,0,0,0
260,15/03/2021,24,330,40,40,90,64,29,0,0,0,0,10219,68,8,78,5,0,0,0,0,0
260,16/03/2021,1,320,40,40,70,62,24,0,0,0,0,10222,70,8,76,5,0,0,0,0,0
260,16/03/2021,2,310,30,30,90,61,29,0,0,0,0,10224,69,8,80,5,0,0,0,0,0
260,16/03/2021,3,290,30,30,60,58,35,0,0,0,0,10225,65,8,84,5,0,0,0,0,0
260,16/03/2021,4,280,20,20,50,56,33,0,0,0,0,10230,66,8,85,5,0,0,0,0,0
260,16/03/2021,5,290,20,20,50,56,35,0,0,0,0,10232,64,8,86,5,0,0,0,0,0
260,16/03/2021,6,290,20,20,40,56,38,0,1,0,-1,10236,62,8,87,7,0,1,0,0,0
260,16/03/2021,7,290,20,20,50,59,43,2,13,3,1,10237,63,8,89,7,0,1,0,0,0
260,16/03/2021,8,290,20,30,60,63,42,0,26,0,-1,10240,64,8,86,7,0,1,0,0,0
260,16/03/2021,9,310,20,30,60,69,42,0,41,0,0,10244,65,8,83,7,0,0,0,0,0
260,16/03/2021,10,290,30,30,70,66,33,0,43,6,1,10245,72,8,79,7,0,1,0,0,0
260,16/03/2021,11,280,30,30,60,73,38,0,80,0,-1,10243,73,8,78,7,0,1,0,0,0
260,16/03/2021,12,300,30,30,70,70,37,0,65,0,-1,10242,75,8,79,7,0,1,0,0,0
260,16/03/2021,13,300,30,30,60,62,41,0,55,8,1,10241,70,8,86,7,0,1,0,0,0
260,16/03/2021,14,320,30,20,50,60,40,0,31,9,4,10239,69,8,87,7,0,1,0,0,0
260,16/03/2021,15,310,20,20,50,60,43,0,33,10,5,10239,64,8,89,7,0,1,0,0,0
260,16/03/2021,16,310,20,20,40,55,39,0,16,10,8,10237,66,8,89,7,0,1,0,0,0
260,16/03/2021,17,310,20,20,40,50,35,0,7,10,8,10236,69,8,90,7,0,1,0,0,0
260,16/03/2021,18,330,10,10,30,47,37,0,2,10,6,10237,65,8,93,7,0,1,0,0,0
260,16/03/2021,19,300,10,10,20,45,37,0,0,10,5,10237,63,8,94,7,0,1,0,0,0
260,16/03/2021,20,330,10,10,40,44,36,0,0,10,6,10234,65,8,94,7,0,1,0,0,0
260,16/03/2021,21,30,10,10,20,44,37,0,0,10,4,10237,62,8,95,7,0,1,0,0,0
260,16/03/2021,22,30,10,10,20,43,35,0,0,10,3,10242,62,8,95,7,0,1,0,0,0
260,16/03/2021,23,360,10,20,40,43,36,0,0,0,-1,10248,61,8,95,7,0,1,0,0,0
260,16/03/2021,24,360,30,30,60,44,31,0,0,0,0,10254,65,8,91,7,0,0,0,0,0
260,17/03/2021,1,320,20,20,40,44,36,0,0,0,0,10255,65,8,94,5,0,0,0,0,0
260,17/03/2021,2,320,20,30,50,44,33,0,0,0,0,10260,65,8,92,5,0,0,0,0,0
260,17/03/2021,3,300,20,10,40,44,34,0,0,0,0,10253,61,8,93,5,0,0,0,0,0
260,17/03/2021,4,330,20,30,70,46,39,0,0,0,0,10255,58,8,95,7,0,0,0,0,0
260,17/03/2021,5,340,20,30,60,50,38,0,0,0,0,10259,65,8,92,5,0,0,0,0,0
260,17/03/2021,6,340,30,40,60,49,32,0,0,0,0,10257,70,8,88,5,0,0,0,0,0
260,17/03/2021,7,350,40,50,80,49,32,0,6,0,-1,10263,67,8,89,7,0,1,0,0,0
260,17/03/2021,8,360,40,50,90,45,27,0,18,2,1,10268,59,8,87,7,0,1,0,0,0
260,17/03/2021,9,350,50,50,100,52,23,2,55,3,1,10271,70,8,81,7,0,1,0,0,0
260,17/03/2021,10,340,50,50,100,61,22,0,80,0,-1,10270,75,8,75,7,0,1,0,0,0
260,17/03/2021,11,340,50,50,90,59,23,0,80,0,-1,10270,72,8,77,7,0,1,0,0,0
260,17/03/2021,12,360,50,50,90,73,35,3,132,0,-1,10268,75,7,76,7,0,1,0,0,0
260,17/03/2021,13,360,50,60,100,69,20,4,121,0,-1,10268,75,8,71,7,0,1,0,0,0
260,17/03/2021,14,350,50,50,100,74,21,4,111,0,0,10266,80,7,68,5,0,0,0,0,0
260,17/03/2021,15,350,50,50,100,71,29,4,76,0,-1,10269,75,8,74,7,0,1,0,0,0
260,17/03/2021,16,360,50,60,110,67,21,1,47,0,-1,10272,75,8,72,7,0,1,0,0,0
260,17/03/2021,17,360,50,40,110,66,28,8,37,2,1,10276,75,8,76,7,0,1,0,0,0
260,17/03/2021,18,360,50,30,110,52,29,2,7,2,1,10275,70,7,84,7,0,1,0,0,0
260,17/03/2021,19,350,40,40,70,50,27,0,0,0,-1,10280,70,8,85,7,0,1,0,0,0
260,17/03/2021,20,350,30,30,60,50,27,0,0,0,0,10285,70,7,85,5,0,0,0,0,0
260,17/03/2021,21,10,30,30,70,42,7,0,0,0,0,10288,75,4,78,7,0,0,0,0,0
260,17/03/2021,22,360,20,20,60,34,2,0,0,0,0,10289,75,6,79,5,0,0,0,0,0
260,17/03/2021,23,340,20,10,30,12,-2,0,0,0,0,10288,70,7,90,5,0,0,0,0,0
260,17/03/2021,24,310,10,10,20,0,-3,0,0,0,0,10283,65,8,97,7,0,0,0,0,0
260,18/03/2021,1,300,10,10,20,-2,-5,0,0,0,0,10280,58,8,98,7,0,0,0,0,0
260,18/03/2021,2,270,10,10,20,-3,-6,0,0,0,0,10275,58,8,98,7,0,0,0,0,0
260,18/03/2021,3,240,10,10,20,-2,-6,0,0,0,0,10271,60,8,97,5,0,0,0,0,0
260,18/03/2021,4,0,10,0,20,6,3,0,0,0,-1,10270,59,8,98,7,0,1,0,0,0
260,18/03/2021,5,200,10,10,20,11,8,0,0,0,-1,10265,59,8,97,7,0,1,0,0,0
260,18/03/2021,6,250,10,20,20,17,14,0,0,0,0,10263,57,8,98,7,0,0,0,0,0
260,18/03/2021,7,240,20,10,30,32,28,0,11,0,0,10255,61,8,97,5,0,0,0,0,0
260,18/03/2021,8,270,10,20,30,49,33,0,38,0,0,10255,60,8,89,5,0,0,0,0,0
260,18/03/2021,9,310,20,20,40,57,38,0,44,0,0,10256,60,8,87,5,0,0,0,0,0
260,18/03/2021,10,320,20,30,40,62,38,0,58,0,0,10253,64,8,84,5,0,0,0,0,0
260,18/03/2021,11,300,20,20,40,69,33,0,71,0,0,10248,68,8,78,5,0,0,0,0,0
260,18/03/2021,12,320,20,30,40,77,34,0,97,0,0,10245,69,8,74,5,0,0,0,0,0
260,18/03/2021,13,340,30,40,60,71,26,0,76,0,-1,10237,62,8,72,7,0,1,0,0,0
260,18/03/2021,14,300,20,20,60,84,36,4,134,0,-1,10228,71,7,71,7,0,1,0,0,0
260,18/03/2021,15,310,30,30,70,69,38,1,45,0,-1,10223,75,8,80,7,0,1,0,0,0
260,18/03/2021,16,340,30,20,70,68,36,2,48,0,-1,10216,75,8,79,7,0,1,0,0,0
260,18/03/2021,17,340,30,30,60,67,37,3,24,0,-1,10212,65,8,81,7,0,1,0,0,0
260,18/03/2021,18,350,40,30,70,60,37,0,3,0,-1,10210,70,8,84,7,0,1,0,0,0
260,18/03/2021,19,350,40,30,80,56,24,0,0,0,0,10208,75,8,79,5,0,0,0,0,0
260,18/03/2021,20,360,40,30,70,54,23,0,0,0,0,10208,75,8,80,5,0,0,0,0,0
260,18/03/2021,21,360,40,40,80,51,12,0,0,0,0,10203,75,8,75,5,0,0,0,0,0
260,18/03/2021,22,10,40,40,90,42,7,0,0,0,0,10211,75,3,77,5,0,0,0,0,0
260,18/03/2021,23,30,40,40,70,34,5,0,0,0,0,10212,70,4,81,5,0,0,0,0,0
260,18/03/2021,24,30,30,30,70,27,3,0,0,0,0,10216,70,1,84,5,0,0,0,0,0
260,19/03/2021,1,30,30,30,60,23,2,0,0,0,0,10220,70,0,85,5,0,0,0,0,0
260,19/03/2021,2,20,30,30,60,17,2,0,0,0,0,10225,70,0,89,5,0,0,0,0,0
260,19/03/2021,3,20,30,30,50,13,0,0,0,0,0,10229,70,0,90,5,0,0,0,0,0
260,19/03/2021,4,20,30,30,50,9,-2,0,0,0,0,10234,65,0,92,5,0,0,0,0,0
260,19/03/2021,5,10,30,30,40,7,-3,0,0,0,0,10238,65,0,93,5,0,0,0,0,0
260,19/03/2021,6,20,20,20,40,5,-3,0,1,0,0,10246,65,0,94,5,0,0,0,0,0
260,19/03/2021,7,20,20,30,40,19,6,10,30,0,0,10251,65,0,91,5,0,0,0,0,0
260,19/03/2021,8,40,30,40,60,39,10,10,83,0,0,10258,70,0,81,5,0,0,0,0,0
260,19/03/2021,9,40,40,40,70,53,10,10,137,0,0,10262,75,0,73,5,0,0,0,0,0
260,19/03/2021,10,30,50,60,80,60,-5,10,161,0,0,10267,82,1,63,5,0,0,0,0,0
260,19/03/2021,11,40,60,60,100,69,-11,10,186,0,0,10269,80,2,56,5,0,0,0,0,0
260,19/03/2021,12,20,50,50,90,80,-5,10,226,0,0,10271,80,3,54,5,0,0,0,0,0
260,19/03/2021,13,30,50,60,100,84,-25,10,197,0,0,10270,80,1,46,5,0,0,0,0,0
260,19/03/2021,14,40,50,60,90,83,-9,10,197,0,0,10272,82,2,52,5,0,0,0,0,0
260,19/03/2021,15,10,50,40,110,87,-1,7,117,0,0,10271,82,6,53,5,0,0,0,0,0
260,19/03/2021,16,360,50,40,90,87,1,8,91,0,0,10271,82,1,54,5,0,0,0,0,0
260,19/03/2021,17,360,50,40,90,79,-5,10,57,0,0,10275,83,0,55,5,0,0,0,0,0
260,19/03/2021,18,350,50,40,80,63,1,2,10,0,0,10278,83,2,64,5,0,0,0,0,0
260,19/03/2021,19,350,40,50,70,52,20,0,0,0,0,10282,75,0,80,5,0,0,0,0,0
260,19/03/2021,20,350,30,30,70,48,18,0,0,0,0,10283,70,1,81,5,0,0,0,0,0
260,19/03/2021,21,10,40,40,90,44,11,0,0,0,0,10290,75,7,78,5,0,0,0,0,0
260,19/03/2021,22,10,40,30,70,38,9,0,0,0,0,10294,70,7,81,5,0,0,0,0,0
260,19/03/2021,23,20,30,30,70,30,5,0,0,0,0,10298,70,1,83,5,0,0,0,0,0
260,19/03/2021,24,20,30,30,60,22,2,0,0,0,0,10299,70,1,86,5,0,0,0,0,0
260,20/03/2021,1,20,30,20,50,14,-1,0,0,0,0,10301,70,8,89,5,0,0,0,0,0
260,20/03/2021,2,40,20,20,40,6,-8,0,0,0,0,10302,70,4,90,5,0,0,0,0,0
260,20/03/2021,3,30,20,20,40,-1,-12,0,0,0,0,10302,65,0,91,5,0,0,0,0,0
260,20/03/2021,4,30,10,20,20,-11,-18,0,0,0,0,10302,63,1,95,5,0,0,0,0,0
260,20/03/2021,5,30,10,10,20,-20,-24,0,0,0,0,10305,57,1,97,7,0,0,0,0,0
260,20/03/2021,6,290,10,10,20,-12,-15,0,1,0,0,10305,56,8,97,7,0,0,0,0,0
260,20/03/2021,7,320,10,10,10,7,-5,8,29,0,0,10311,65,8,91,5,0,0,0,0,0
260,20/03/2021,8,240,10,10,10,25,-2,2,44,0,0,10309,70,8,82,5,0,0,0,0,0
260,20/03/2021,9,990,10,10,20,47,-8,2,84,0,0,10309,80,4,67,5,0,0,0,0,0
260,20/03/2021,10,240,10,20,40,62,-33,10,184,0,0,10307,81,1,50,5,0,0,0,0,0
260,20/03/2021,11,230,20,30,50,71,-18,10,212,0,0,10303,81,6,53,5,0,0,0,0,0
260,20/03/2021,12,250,30,30,60,81,-12,10,224,0,0,10297,79,0,51,5,0,0,0,0,0
260,20/03/2021,13,280,30,30,60,87,10,9,196,0,0,10288,80,5,58,5,0,0,0,0,0
260,20/03/2021,14,280,40,40,90,80,12,2,117,0,0,10284,80,8,62,5,0,0,0,0,0
260,20/03/2021,15,290,40,40,80,73,31,0,71,0,0,10279,75,8,74,5,0,0,0,0,0
260,20/03/2021,16,290,40,30,70,66,32,0,33,0,0,10276,75,8,78,5,0,0,0,0,0
260,20/03/2021,17,280,40,40,70,59,42,0,13,0,0,10273,50,8,88,7,0,0,0,0,0
260,20/03/2021,18,270,30,30,70,57,46,0,3,0,0,10268,58,8,92,7,0,0,0,0,0
260,20/03/2021,19,250,30,20,60,57,50,0,0,2,1,10264,65,8,95,7,0,1,0,0,0
260,20/03/2021,20,270,30,30,60,59,50,0,0,0,0,10264,58,8,94,7,0,0,0,0,0
260,20/03/2021,21,300,30,20,60,56,51,0,0,3,1,10266,65,8,96,7,0,1,0,0,0
260,20/03/2021,22,290,20,20,50,56,46,0,0,0,0,10261,65,8,92,5,0,0,0,0,0
260,20/03/2021,23,260,20,10,40,56,44,0,0,0,0,10250,65,8,91,5,0,0,0,0,0
260,20/03/2021,24,260,20,20,40,56,46,0,0,0,-1,10250,57,8,93,7,0,1,0,0,0
260,21/03/2021,1,260,20,20,40,56,47,0,0,5,1,10247,57,8,94,7,0,1,0,0,0
260,21/03/2021,2,270,30,20,50,56,48,0,0,0,-1,10239,65,8,94,7,0,1,0,0,0
260,21/03/2021,3,270,20,20,60,59,47,0,0,0,0,10232,65,8,92,7,0,0,0,0,0
260,21/03/2021,4,320,30,30,70,62,53,0,0,0,-1,10234,60,8,93,7,0,1,0,0,0
260,21/03/2021,5,330,30,30,70,66,39,0,0,0,0,10233,70,8,82,5,0,0,0,0,0
260,21/03/2021,6,340,30,30,60,66,34,0,0,0,0,10235,75,8,79,7,0,0,0,0,0
260,21/03/2021,7,340,30,40,80,67,37,0,9,0,0,10238,70,8,81,5,0,0,0,0,0
260,21/03/2021,8,340,50,50,100,70,22,0,32,0,0,10242,74,8,71,5,0,0,0,0,0
260,21/03/2021,9,340,80,60,140,71,14,0,55,0,0,10246,67,8,67,5,0,0,0,0,0
260,21/03/2021,10,350,60,60,110,70,15,1,73,0,0,10251,63,8,68,5,0,0,0,0,0
260,21/03/2021,11,340,60,70,110,71,9,0,84,0,0,10254,64,8,64,5,0,0,0,0,0
260,21/03/2021,12,350,60,70,100,71,8,0,80,0,0,10254,64,8,64,5,0,0,0,0,0
260,21/03/2021,13,340,60,50,110,73,9,0,71,0,0,10252,64,8,63,5,0,0,0,0,0
260,21/03/2021,14,350,60,60,100,72,13,0,62,0,0,10245,63,8,66,5,0,0,0,0,0
260,21/03/2021,15,340,50,50,100,73,8,0,47,0,0,10244,67,8,63,5,0,0,0,0,0
260,21/03/2021,16,340,50,50,120,72,8,0,48,0,0,10243,65,8,64,5,0,0,0,0,0
260,21/03/2021,17,350,50,60,100,67,5,2,26,0,0,10245,67,8,64,5,0,0,0,0,0
260,21/03/2021,18,340,50,40,90,63,11,0,5,0,0,10250,66,8,69,5,0,0,0,0,0
260,21/03/2021,19,340,40,40,70,61,11,0,0,0,0,10253,66,8,70,5,0,0,0,0,0
260,21/03/2021,20,330,30,30,60,53,15,0,0,0,0,10256,66,8,76,5,0,0,0,0,0
260,21/03/2021,21,330,20,20,50,51,21,0,0,0,0,10256,63,8,81,5,0,0,0,0,0
260,21/03/2021,22,330,20,20,50,44,26,0,0,0,0,10255,64,8,87,5,0,0,0,0,0
260,21/03/2021,23,310,10,10,40,29,17,0,0,0,0,10253,61,8,92,5,0,0,0,0,0
260,21/03/2021,24,310,10,20,30,23,18,0,0,0,0,10252,59,8,96,7,0,0,0,0,0
260,22/03/2021,1,310,10,20,30,15,11,0,0,0,0,10251,50,8,97,7,0,0,0,0,0
260,22/03/2021,2,320,20,20,30,19,16,0,0,0,0,10246,45,7,98,7,0,0,0,0,0
260,22/03/2021,3,330,20,20,40,40,37,0,0,0,0,10244,59,8,97,7,0,0,0,0,0
260,22/03/2021,4,310,20,10,40,47,36,0,0,0,0,10246,60,8,92,5,0,0,0,0,0
260,22/03/2021,5,310,20,20,40,51,35,0,0,0,0,10248,62,8,89,5,0,0,0,0,0
260,22/03/2021,6,330,20,20,40,51,33,0,0,0,0,10251,65,8,87,5,0,0,0,0,0
